"Title","Genre","Year","Rating","Duration","Director","Status","Language","Description"
"Django Unchained","Drama","2012","8.4","165","Quentin Tarantino","Watchlist","","With the help of a German bounty hunter , a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner."
"Ah-ga-ssi","Drama","2016","8.1","144","Chan-wook Park","Watched","","A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her."
"The Edge of Seventeen","Comedy","2016","7.4","104","Kelly Fremon Craig","Watched","","High-school life gets even more unbearable for Nadine when her best friend, Krista, starts dating her older brother."
"Watchmen","Action","2009","7.6","162","Zack Snyder","Watched","","In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it."
"Superbad","Comedy","2007","7.6","113","Greg Mottola","Watched","","Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry."
"Inferno","Action","2016","6.2","121","Ron Howard","Watchlist","","When Robert Langdon wakes up in an Italian hospital with amnesia, he teams up with Dr. Sienna Brooks, and together they must race across Europe against the clock to foil a deadly global plot."
"The BFG","Fantasy","2016","6.4","117","Steven Spielberg","Watchlist","","An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world."
"The Hunger Games","Sci-Fi","2012","7.2","142","Gary Ross","Watchlist","","Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death."
"White Girl","Drama","2016","5.8","88","Elizabeth Wood","Watched","","Summer, New York City. A college girl falls hard for a guy she just met. After a night of partying goes wrong, she goes to wild extremes to get him back."
"Sicario","Action","2015","7.6","121","Denis Villeneuve","Watched","","An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico."
"Twin Peaks: The Missing Pieces","Drama","2014","8.1","91","David Lynch","Watchlist","","Twin Peaks before Twin Peaks (1990) and at the same time not always and entirely in the same place as Twin Peaks: Fire Walk with Me (1992). A feature film which presents deleted scenes from Twin Peaks: Fire Walk with Me (1992) assembled together for the first time in an untold portion of the story's prequel."
"Aliens vs Predator - Requiem","Action","2007","4.7","94","Colin Strause","Watched","","Warring alien and predator races descend on a rural US town, where unsuspecting residents must band together for any chance of survival."
"Pacific Rim","Action","2013","7.0","131","Guillermo del Toro","Watched","","As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse."
"Crazy, Stupid, Love.","Comedy","2011","7.4","118","Glenn Ficarra","Watched","","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars."
"Scott Pilgrim vs. the World","Action","2010","7.5","112","Edgar Wright","Watchlist","","Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart."
"Hot Fuzz","Action","2007","7.9","121","Edgar Wright","Watchlist","","Exceptional London cop Nicholas Angel is involuntarily transferred to a quaint English village and paired with a witless new partner. While on the beat, Nicholas suspects a sinister conspiracy is afoot with the residents."
"Mine","Thriller","2016","6.0","106","Fabio Guaglione","Watched","","After a failed assassination attempt, a soldier finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical tolls of the treacherous conditions."
"Free Fire","Action","2016","7.0","90","Ben Wheatley","Watched","","Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shootout and a game of survival."
"X-Men: Days of Future Past","Action","2014","8.0","132","Bryan Singer","Watchlist","","The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants."
"Jack Reacher: Never Go Back","Action","2016","6.1","118","Edward Zwick","Watched","","Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever."
"Casino Royale","Action","2006","8.0","144","Martin Campbell","Currently Watching","","Armed with a licence to kill, Secret Agent James Bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at Casino Royale, but things are not what they seem."
"Twilight","Drama","2008","5.2","122","Catherine Hardwicke","Watchlist","","A teenage girl risks everything when she falls in love with a vampire."
"Now You See Me 2","Action","2016","6.5","129","Jon M. Chu","Watched","","The Four Horsemen resurface and are forcibly recruited by a tech genius to pull off their most impossible heist yet."
"Woman in Gold","Drama","2015","7.3","109","Simon Curtis","Watchlist","","Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family."
"13 Hours","Action","2016","7.3","144","Michael Bay","Watched","","During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos."
"Spectre","Action","2015","6.8","148","Sam Mendes","Watched","","A cryptic message from Bond's past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE."
"Nightcrawler","Drama","2014","7.9","118","Dan Gilroy","Watchlist","","When Louis Bloom, a con man desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story."
"Kubo and the Two Strings","Animation","2016","7.9","101","Travis Knight","Watched","","A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past."
"Beyond the Gates","Horror","2016","5.2","84","Jackson Stewart","Watched","","Two estranged brothers reunite at their missing father's video store and find a VCR board game dubbed 'Beyond The Gates' that holds a connection to their father's disappearance."
"Her","Drama","2013","8.0","126","Spike Jonze","Watched","","A lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
"Frozen","Comedy","2013","7.5","102","Chris Buck","Watchlist","","When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister, Anna, teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition."
"Tomorrowland","Action","2015","6.5","130","Brad Bird","Watchlist","","Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory."
"Dawn of the Planet of the Apes","Action","2014","7.6","130","Matt Reeves","Watchlist","","A growing nation of genetically evolved apes led by Caesar is threatened by a band of human survivors of the devastating virus unleashed a decade earlier."
"Tropic Thunder","Action","2008","7.0","107","Ben Stiller","Watched","","Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying."
"The Conjuring 2","Horror","2016","7.4","134","James Wan","Watchlist","","Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by a malicious spirit."
"Ant-Man","Action","2015","7.3","117","Peyton Reed","Currently Watching","","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world."
"Bridget Jones's Baby","Comedy","2016","6.7","118","Sharon Maguire","Watched","","Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father."
"The VVitch: A New-England Folktale","Horror","2015","6.8","92","Robert Eggers","Watched","","A family in 1630s New England is torn apart by the forces of witchcraft, black magic and possession."
"Cinderella","Drama","2015","7.0","105","Kenneth Branagh","Watched","","When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her scheming step-sisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger."
"Realive","Sci-Fi","2016","5.9","112","Mateo Gil","Watched","","Marc (Tom Hughes) is diagnosed with a disease and is given one year left to live. Unable to accept his own end, he decides to freeze his body. Sixty years later, in the year 2084, he ... See full summary »"
"Forushande","Drama","2016","8.0","124","Asghar Farhadi","Watched","","While both participating in a production of 'Death of a Salesman,' a teacher's wife is assaulted in her new home, which leaves him determined to find the perpetrator over his wife's traumatized objections."
"Love","Drama","2015","6.0","135","Gaspar Noé","Watched","","Murphy is an American living in Paris who enters a highly sexually and emotionally charged relationship with the unstable Electra. Unaware of the effect it will have on their relationship, they invite their pretty neighbor into their bed."
"Billy Lynn's Long Halftime Walk","Drama","2016","6.3","113","Ang Lee","Currently Watching","","19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks the film shows what really happened to his squad - contrasting the realities of war with America's perceptions."
